sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
APBA1	21.2396545357483	20.8231903822443	20.7259870263652	20.9961457637672	20.9661916535093	21.6254035142698	21.6582296366623	21.3069128307061	21.2675557953024	21.3965202792968	21.2946922858963	20.8712288237109	21.0597923439777	20.857987771018	21.6639065219864	21.0354818555413	20.8582354597625	21.0940361815023	20.9881427601569	20.9834903964779
APBA2	19.4096879288097	19.224705407621	19.7388661526372	20.4673620500517	19.725329483675	19.5298266831884	19.613143507421	19.4022867604454	20.0143518670023	19.6756817842863	19.1767851520464	19.8829808566815	19.5576532774086	18.9046740136484	20.1497237676651	19.174037010092	18.6354452906576	20.0753156179675	18.588114710544	21.3195302880855
APBA3	20.8695092686509	21.2078710477029	21.6465108131635	20.9401846607515	21.2437682683348	21.4897485881014	21.240169960681	21.1287075546351	21.963606741378	21.3493979574276	21.4071526163279	21.6930007423489	21.344654146541	20.9493114423796	21.7288027822641	21.4741437314723	21.2227244707373	21.6909192025775	21.1457131840962	21.5183883787773
APBB1	20.7637896331233	20.6863357678354	20.8227567568871	20.6168910323606	20.986183449675	20.6521595596128	20.6190362435312	20.3965917707451	20.4381823224751	20.6113564684406	20.4540812246282	20.0580088197873	20.7006293761977	20.7434391509479	20.9988570102644	20.4389095122209	20.4613162555393	20.384037530393	20.863513606055	20.9550643973429
APBB1IP	24.7800698198043	25.2799582122516	25.3591013698137	25.7777588203445	24.9095123413304	24.8511510989155	24.8222284071938	24.5994110942635	24.8270017492648	24.9817494291523	24.449912709831	24.867574253161	25.0045637539379	24.3123305459111	24.7625140706827	24.5963068337105	23.6303142875075	24.6952193137528	24.5806616780238	24.7183109449589
APBB2	23.6314994848472	23.8168271928376	23.5657828077704	22.5893235330507	23.5765152763925	23.0929196700606	23.6373857756821	23.5607243991396	22.933045001896	23.8794638218601	24.0147674977721	22.7870405438534	23.6506094193975	23.4810443545401	23.2419241563258	23.4297373447704	22.9488667685481	22.8587283072147	24.1119001655012	22.871673764518
APC	22.7209808968025	22.6934286722017	22.1692216728275	22.6391259349871	22.409478283408	22.6438415305467	22.4325652850081	22.6806775378139	22.4394866069761	22.9005145637114	23.1861351572349	22.3509252151503	22.9496245274787	22.9505179509061	22.366761169384	22.6058846825401	22.490691048188	22.9627621353809	22.7308549552267	22.493275080477
APCS	29.4077790290212	24.696352840728	25.8514449992792	24.7386761397657	26.2783035343307	26.4155346178944	26.905783876737	26.8048124376125	25.39198270305	28.212476303371	24.3255683489695	26.3843143818134	25.7755882125611	26.0270825449685	25.4732219583523	25.3213024178436	23.5247734707191	24.4304778836811	26.3055222755853	25.3683955003314
APEH	27.9832946489205	27.121754960927	26.7930842015591	26.138044663869	27.0048265425555	26.8826779148862	27.2606183561473	26.1937591835023	27.0303641935757	27.0990011084951	27.0249572322602	27.6432462041995	26.832497589506	27.1526316986841	26.8660933693254	26.4619344349458	27.4243705632375	26.1656303298	25.7796180475403	26.7959405093104
APEX1	28.9593778182372	28.2654371121794	28.5239348602363	28.4589542081819	28.5519463199864	28.0959674651575	28.3476236273523	28.2571117632187	27.7311118994698	28.094963081258	28.3310640895842	28.3834909054123	28.6558719860411	28.2668616447742	27.7277055677215	28.237717956209	28.5693548767131	28.268338070572	27.367770518909	28.3564753369322
APEX2	19.0301285083824	19.1378155261909	19.3042868657478	19.8008645541355	19.0822583733386	18.7202079123798	18.7863415209677	19.0507134162564	19.1379673783049	18.9829283071495	19.0550155200883	19.1393373266617	18.9685361879096	19.0368610162651	19.40600770125	19.0788502752144	19.0628176654084	19.1917938419977	19.2412416029595	19.6553317823778
API5	26.8453260010545	27.0722915443162	26.9474283100716	27.3832677563535	26.8789384473342	27.0391259377377	26.8641103619611	26.8548448803549	26.9450097567511	26.8489829263139	26.985841220275	26.9381671495697	27.1087078136087	26.7753414824854	26.7153136743326	26.7419384222031	26.7341759417565	27.4018892403827	26.6657356034057	27.3552822975343
APIP	25.9815334060771	25.3412159320357	25.3921600237963	25.9612938741968	25.5849484657922	26.1328978376356	25.7634245007557	25.1953330850353	25.3177979383426	25.8437456623666	25.8533115412351	25.2085315803512	25.9108641915703	25.6452416614967	25.4788406220517	25.0883415072464	25.9178432697426	26.0201418567844	24.9692509611569	25.0280029242734
APLF	19.8767816837589	20.5294876402472	20.7857585500205	20.6198016724435	19.8903234466216	19.9515434042912	19.7022054517329	20.3182891483696	20.6827161695843	19.8855461743349	19.4062243028246	20.756863359713	20.0391056685095	18.7568938524129	18.884759707924	20.5510663423853	20.3658796548043	21.425738032249	20.6745290676922	21.334377707398
APLP2	23.0700248258488	22.1742005818434	22.7744636406056	22.3740299192703	23.1485510454787	22.7076348796083	22.476183290745	23.3928927861704	22.8970856221932	22.4897096022841	23.4106379059442	22.8896629429141	22.6175622282824	23.8500832616542	22.8920170967665	22.8910124058161	23.1515226981342	23.7150674358874	23.0740134466939	23.5781541113942
APMAP	27.1248115837361	26.4516798549546	26.5029160816346	25.9404197920233	26.3842821704	27.3278663073191	26.9861385247633	27.0014669089416	26.5288648271471	27.6083702466583	27.0288596443407	27.4364170826892	27.7742909793599	26.7423793057589	26.7771764475982	27.0862224764515	26.7859681550216	26.5026742573549	26.3872003933242	26.2730485005807
APOA1	31.0001037443404	30.723393394993	30.5050365493487	30.3688207470574	31.4956906610662	30.5733193089822	31.6094310179314	31.1781012041714	30.8678062951848	32.1368860370036	30.4735266953068	30.6719413044946	31.0155264445451	31.1166875877508	31.6943862307692	30.5386091868313	30.3055046663392	30.8129558554782	30.500206883249	30.8402567157157
APOA2	30.8372132847561	30.1832183288074	30.1803029433232	29.701936919987	30.9543620184584	29.7046024863608	31.0185709484807	30.405018915289	30.4978000077081	31.2968147334686	29.5520933564093	30.0902619480848	30.5590750203917	30.0801332461956	31.3452089946626	29.9578546882105	29.3821792839968	30.3446297013735	30.0188320836018	30.3710063710092
APOA4	28.3569438480638	28.1172471422355	28.4902188762978	27.4306274051868	28.9260209537101	27.7638434812116	28.7852352337209	28.5519470686626	28.693338553325	29.8261553735743	28.4792955622792	28.1901918914802	29.3990095331074	29.0120188453802	29.1755167911274	28.0592546690322	27.9115183055536	28.9269307935801	28.2736549938586	28.0270727282913
APOB	27.2578757763841	27.0134650062498	27.2799890230418	26.8088655711822	27.4920546676332	26.1565336704572	27.04423253277	26.9699839639751	27.2787884895579	26.9867232625807	26.0453126138164	27.0791321458409	25.9486806742248	26.1746040846142	27.2169600378887	26.2774617825202	25.7386759137605	26.2913891689724	26.2642760072508	26.7530728368587
APOBEC3A	19.6016052080096	21.9629886906299	20.5049304560412	23.361138415383	20.2359116331109	20.5817674950156	20.1961478036436	20.2560483807017	20.4533715007012	19.8955929105502	19.7853282446659	20.8223823691418	19.639849935776	19.462758539589	19.8231062931421	20.3938738867413	19.6577871304394	19.6831829922816	20.3352030564681	20.2658167707075
APOBEC3B	19.282334611509	19.9249368948173	20.6946106844232	20.137213729729	19.7021969921642	20.120824055306	18.8071729184376	19.6169253623804	20.230623797747	20.3453056963323	20.6720349476311	20.7964203123631	20.2793436886007	20.3933184987344	20.9164446694734	20.4593284247622	20.3951229496202	21.156409682707	20.6120712866052	21.6142569242612
APOBEC3C	23.1904297695712	23.5832783361419	23.4352606166959	24.3200382688602	23.2359065948878	23.1751743042628	23.2890089727146	22.9583469818485	23.222200349236	23.7769219867714	22.426002668587	23.9825218394235	23.1684540256958	22.5894784869196	22.8474321269266	22.6437756058741	24.0363422559887	23.0172459971615	21.2542857785575	23.687496471696
APOBEC3F	20.5405949063266	20.9953221490698	21.2370475716405	21.2723126374734	20.9132501821663	20.8201820399926	21.1585218434386	20.9757215535202	21.1237578836498	20.7175331450703	20.9807137075817	21.252283941098	20.2470888335142	20.5514031455339	20.7005246551395	21.4855274556434	22.0556667720336	21.0572651425146	19.7622232927071	21.1565197724134
APOBEC3G	22.1813209315983	23.4309464230964	23.7277753320315	23.8780886139779	23.1498761742362	22.7898667089393	23.0725222047273	22.7786960971153	23.3576116731509	22.8970569091201	21.7416957997889	24.1944759553709	22.4637413179483	22.1528063936573	22.2538730998885	23.3433002235499	22.5040344038219	23.5285918183927	22.5360380115335	23.0946859771407
APOBR	24.5213642165622	24.4211359854623	24.3759266290224	25.0850541866419	24.5601203092309	24.3327449492112	24.4193403986608	24.3899521721889	24.7378948588777	23.2099219574121	24.1717039445843	24.1763653418872	24.6090050879789	23.727219822049	24.2598931131575	24.110623751678	23.5912479117643	24.4407285423538	26.3874228883264	24.2278687142086
APOC1	28.8539584060968	27.964413069865	28.6147524500513	27.9257830226182	28.8204218688553	27.8446805668086	29.2378949738145	29.1334875894107	27.9999614258534	29.0364525455455	27.9739490868924	27.9830861233938	28.4100466179209	28.4286351822288	28.2332317377067	27.3998519297523	27.7332705650136	28.3206425161503	28.8006120831473	27.139671762445
APOC3	28.2351372513597	27.5629691724095	28.1915723479929	27.2989979622132	28.2616784950018	27.2757717287211	28.6229865953433	28.248372256736	28.4670001745432	28.8312765809607	27.3186083966593	27.8188442509055	28.2997615717891	27.9875941370258	29.21710088707	27.145941606696	26.7261575844496	27.3963659607922	28.0188730972587	27.940526669839
APOC4	22.4000204584554	21.290222496869	22.2112929349775	21.3325651505623	21.8872785844003	20.5575086558267	20.816485456018	21.8259283652563	22.7794209633155	21.4473891434875	20.9189352248991	20.9799239474382	22.9756075643325	22.196159156908	23.2162707046944	21.2240168162299	21.5146501471231	22.1502001214426	21.8062425161832	20.666431911834
APOD	28.4839484703526	28.6717985197309	29.6391824191821	28.7931455719297	34.2166506448549	28.7946243162613	30.0749028752022	28.7777448098268	28.9509368990326	32.5246834892648	27.5863453249291	31.1890513928394	27.7929728013356	28.0344687374679	28.7084260700315	27.9627287814265	27.3079315632552	28.9974021283306	29.7007875590739	27.344684093835
APOE	28.2811397970852	28.0875781894158	28.5607047686967	28.3701380921703	28.8090457964106	27.9032303806369	28.0259972542244	28.6191486530709	28.6971591059767	28.0878100289638	28.0169955780357	27.93458251306	28.1548546907809	28.2334496479403	29.2666896003575	27.7758425244402	27.2189634462117	27.431340622555	28.4709117924341	28.1456303438191
APOF	23.657296587286	23.7055155287413	24.8052126112567	23.2746352034167	24.3946763784679	23.7725241682085	23.9848951597889	24.4668453444057	23.2803245104684	25.116542787394	23.2513288090022	23.990227426742	23.8676556454275	24.228126195985	25.1130670210663	23.5687898616265	23.3595290542725	23.5683922637653	23.6931749687368	23.9127729596139
APOH	29.5675114202646	28.8466526084111	28.8973667523311	28.2974275382193	29.6659769388734	28.8663211737866	30.5244064946094	29.7402680346447	29.4212272024795	29.8000163463692	28.7019487411126	29.2293753158413	30.2827970495766	29.4721490687102	29.2918870910229	28.679352113559	28.468555003157	29.570293086069	28.3238259166988	28.8036904614204
APOL1	25.1769883623581	25.5441215578914	25.4732736682499	25.0716950940394	25.8092067640109	24.469555863804	25.7059522426509	25.8764219012155	25.9031707449407	25.883713403718	24.9593742498688	24.7472464871676	25.4205805009959	24.9191383030233	26.5401410540138	25.1313567813061	24.4954262893583	24.6224343967052	26.2855543492646	25.1273391559142
APOL2	26.2135226516689	26.7806950556261	26.3121848778822	26.5990021172854	25.8454964032978	25.2299059015174	26.2858005413526	25.78504112387	26.6398265401266	26.8587324849697	25.4865236817941	27.3904468801554	26.2802793399829	25.5675104738657	25.8702500577901	26.6200002710277	26.2314890174919	25.9982208023141	26.104125074643	25.9330441939575
APOL3	23.7808283973693	24.8099802060664	24.735033570662	25.4278381768532	23.9591782932561	23.6508232899978	24.1391507153667	23.5183430151083	24.3342265978882	23.8527776270487	22.7535739204729	24.7619664083541	24.1617107885724	23.3077922534188	22.7773661510278	24.6718294621047	23.6011485329444	24.4903877919475	23.9211503097655	23.3744519165362
APOM	25.4077599506655	25.6955252122727	25.8132322924867	25.2017428127743	24.9578656224886	24.3977213540002	25.0212434395544	25.6491953200483	25.4018355226037	25.4398890409559	25.1858745195751	25.3717242946149	24.5032101165059	24.7881383691523	25.8445352788541	24.5071553841573	25.1927451836309	24.5195183357286	25.0781386087307	24.7299702031377
APOO	24.1451937821484	24.2533414180709	23.987344696983	24.2748131772657	24.4552910366797	24.2317397712519	23.7942979143956	24.1382572382612	23.658190944589	24.2252953094376	23.5850060645768	24.2010373611681	24.1689551107219	25.3285742957744	23.9382891285737	24.6917560296715	24.9066248576629	24.8698642786814	23.9042042802691	24.5771182955337
APOOL	24.8878657119598	24.6358780704758	24.1653411200539	24.0854807147878	24.7332341675972	25.2083200945983	25.286744851654	25.3063809322144	24.7443860838896	25.2810211921049	23.9036071458296	25.0260404325648	24.5921532630534	26.0131500233275	25.7108127835656	24.3839671536708	24.609963329637	25.4917777552257	25.0713033502956	24.5319810794851
APP	26.7215194301155	24.5000936190751	25.0565210912805	25.0423172328013	25.3763496227455	25.481873407871	25.4915501911111	26.0773366887394	25.5353488761872	24.7642939242042	25.7705396866007	25.8294345227272	26.1054256676275	25.0972910490012	26.871567176825	25.7608353347322	25.537799514098	26.5389019011889	24.9394291480167	26.1914794093455
APPBP2	20.5339228842919	20.6223743605628	20.5967182327699	20.5157566656351	20.7824547820868	21.2281467089755	20.5193239582799	20.8896870261499	20.5563721357651	20.1877555303434	20.3101150304413	20.3479217382533	20.4144374286508	21.000131656217	21.2700744835117	20.7722763489655	20.9539156467226	20.5809046815272	20.3975589108157	20.3981381385108
APPL1	26.092650262051	25.5833269919683	25.2337679363351	25.4796693169144	25.6175685919415	25.7173435019036	25.7842991645278	25.2353321133761	25.3012594826075	26.0353669842331	25.6134031552161	25.6793310317798	25.908490332272	26.1450876768211	25.7347743864559	25.638338453038	25.4840636896601	25.3182111332458	25.9449741157574	25.6269698338148
APPL2	25.399547309849	24.6652042647756	24.9196452707659	24.1294027131724	24.9572180674302	24.6749591341612	25.4081323056386	24.6675181288538	24.542611220732	25.3034498007392	24.5093333965507	25.1169906153231	24.8891737296782	25.2232622441488	24.4538587392602	24.7598724326279	25.0486553775871	24.5744423921852	24.8575695312822	24.1522313986378
APRT	28.6803541824745	28.8438202248162	28.0497570897719	28.2852085704878	28.8543825518307	29.4285919359861	28.4726923749806	28.8626101631599	29.2099294823486	28.8284465333971	27.8193581828874	29.3491161370957	28.6948132098631	28.8840501295282	29.2797107211834	28.6784795088387	29.0633057680625	28.5804686523152	27.2493664883024	28.8462368587868
APTX	23.5619469712103	23.1815001380658	23.7064989182024	23.5306267562615	23.6553149898328	23.606579551932	23.0898785457217	23.0882419783919	23.1621713219711	23.2490953933601	23.1192509428296	23.2611750287791	23.4208796723991	24.2784660424782	22.9606132247162	23.3312841568203	22.8993501660617	23.2082277403527	24.4194765665785	23.5403880893183
AQR	24.3879927700844	24.2863838522758	24.5094806774581	24.6120764520839	24.2149339472378	24.4047610734992	24.1153897624552	24.3373531946568	24.3418093124268	23.929784266348	24.1886697985702	23.9740427068118	24.1243796200011	24.481581805843	23.9178996141576	24.3744807660815	24.3493657722402	24.3337712600819	24.2955538906832	24.3597836631725
AR	25.5400877064024	24.7493899348056	24.9516303385336	23.3019907051872	25.17337745343	24.66888075932	24.876161783244	24.7758760020266	24.3963382312727	24.7944189555718	25.5340506884772	25.7025163650634	25.993604372588	24.8451694747874	24.0740933702639	24.9501019160582	24.8822689859501	24.4818377697926	25.2138825689878	23.2186023174586
ARAF	23.911255355803	23.6158086213493	23.9252013688808	23.6145656143339	23.4296232602055	23.9049430103465	23.5497962805843	23.820657149864	23.3644150715979	23.5844591826526	23.2654576146778	23.9035639957918	23.5466745181219	23.7711311977105	23.3496406609803	24.1345209089085	23.5438656849541	24.1639649206604	24.1370597298456	23.4719429015171
ARAP1	24.9620041678173	25.2889430723513	24.868153808603	25.0707976924877	25.2396776677457	24.9331860979203	25.2270553804645	25.3148457812167	25.2631082433397	25.3142839896159	24.8047259560339	24.5890599130343	25.0178408927144	24.5670371603764	24.8269635799722	24.964261800661	25.1295409626402	24.9198099779617	24.6322054513091	25.3346950316927
ARAP2	21.9992386622587	21.5696609446133	21.7986524748573	22.0364013031612	21.1434955611594	21.4637685998744	21.3462576432573	21.4595782191066	21.405070589656	21.8908659045047	21.5849965094625	21.5686648682097	22.0051437638497	21.7449704949424	21.8992598777491	21.4922122345355	21.6075999009723	21.7596137171592	21.5721030504293	21.9875596398661
ARAP3	22.1446978038112	22.1551630671743	22.4812505429536	22.697888903853	22.4813695639781	22.2353531791926	22.3686992907883	22.2928307711616	23.4174001478107	22.6844477328512	22.4629607664026	22.2326826308154	22.3494724563455	22.73564967964	22.7836616736212	22.1567115185969	22.0982146436541	22.0634925250291	22.1535296409627	21.8955805718835
ARCN1	28.1798863910939	28.0480674816547	28.1221793188321	27.7943378687523	28.2024332935121	28.3650117917607	28.5804929678429	28.3252795564173	27.951404718422	28.5229004724552	28.1274170498176	28.5304143082414	28.4941567471404	27.7937236733642	28.4137251104834	28.4850044264566	28.4126746533339	28.0378464401889	28.3152950895868	28.0588220590196
AREG	18.9447579860934	22.0968648627761	20.2997455494879	18.7246848027354	18.8509722333495	18.9057088623157	18.6128459185085	18.2626217809902	18.2344121648849	17.7113102792603	20.6905181522501	17.3521335425452	17.6563193759285	17.3020683218048	18.6110532584226	18.2283660171397	20.7416958564708	17.0602108085653	19.6718729293407	18.3561349298813
ARF1	22.7719797297515	22.257053295445	20.934122958908	22.4499985763988	22.1230640781994	22.8300304493338	22.0710499200682	22.9672924268763	22.4469660525815	22.4277173908492	22.3229103596434	22.6090909883338	22.1000613097863	21.8681760108668	22.4398964174589	22.5783315450137	23.0861087721399	22.5111585223059	20.8105925174139	23.5899104505125
ARF4	27.7692799540361	27.6478988060513	27.9654528254135	27.2719814835771	27.9090965928453	27.6640915205457	27.8935037166494	27.4819377014038	27.6363399833662	28.0068497651969	27.8361567294202	28.3669971142241	27.6683522144601	27.2887043921833	27.6687171810401	27.8408331170085	27.9570211939447	27.2132638976143	27.2627951652363	27.2553640518077
ARF5	27.0075481220529	26.4669042766402	26.493516038365	26.3359737001858	26.9066992727573	27.0830486179269	26.9228039995983	27.3323164998652	26.4453564178767	26.8833534860876	26.7501727644044	27.3268598546934	26.3934246177262	26.6160009023595	26.9135698954212	26.7119069674967	27.1831940724719	26.8668197117915	26.8905936465858	26.9381313837793
ARF6	26.8448757668774	26.3863158063389	26.1377710769065	26.2577591800794	26.0698775451847	26.6650937454296	26.3840042641146	26.4846231641721	25.9906350275418	26.9605466139832	25.7720922185954	26.4706573623888	26.2462393537734	26.597033188094	26.5402624354225	26.2979632456089	26.2331758529746	25.7445735396089	26.3727216154608	25.7730324348602
ARFGAP1	25.4356354799976	25.4699305066171	25.2988818690646	25.4146740374989	25.5012195121212	25.4214628944427	25.3638935229823	26.3593984258907	25.3268683992957	25.424062829726	25.5806350444901	25.6370121635619	25.7310883264836	25.3395316543493	25.4064186785041	26.2165297470644	25.1617551189125	25.4147179146393	25.9396720991102	25.5410474488058
ARFGAP2	26.1493502047722	26.4060865526537	26.037079705905	25.8595532159357	26.0585667702599	26.4844306369628	26.3396011878358	26.2422625860021	25.9362780484154	26.2174464897382	26.0311132113968	26.059560567411	26.5417750026268	26.0843238610586	25.8099334822997	26.1081839935641	26.3225754134226	26.0414466313283	26.2667054932184	25.8890191182103
ARFGAP3	26.1902433651349	25.6299431039219	25.7745746196545	25.8617004945643	26.1406540243267	26.1432080607561	26.5300748568276	26.7855315929785	26.1068411142988	26.724422782733	26.1499460019004	26.9001027669939	26.4768080282036	25.3298570131999	26.8320237525616	26.7504137945835	26.9079866287516	26.1046105667578	25.9293890050739	26.7273804736393
ARFGEF1	24.9150207667892	25.3025788119476	25.1127238048119	24.9251442103487	24.7929015305525	25.3331781969461	24.2653896847117	25.1684582984579	24.0435140469315	24.1770339680729	24.6231111073884	24.4667031568358	24.8193072898198	26.1888436767976	24.6257463000925	24.9729742740206	24.7128909657723	24.7630276903845	26.3048654854114	24.6615354038753
ARFGEF2	25.3426400413446	25.1287237441649	25.3577679515706	25.1832278403463	24.931675161239	25.6399314784689	24.8390880715284	25.6497235395222	24.7138390364178	24.8142989203565	24.9379507597265	25.4443963010336	25.0770371361029	25.9718114646497	25.041915184836	25.8677167704401	25.3297154066009	25.1817010827969	26.1496719122513	25.2695202533152
ARFGEF3	24.6624474327552	24.4877353624309	24.4351350036814	23.4020431115533	24.3724218981329	25.0755819169291	24.409440756121	25.5206099434616	24.0188136118489	24.6719332024627	24.7961940055416	24.9414018963319	24.6243025478186	26.0095190847029	24.343259323256	25.6663404017424	25.3594040299786	24.2955795843022	25.3328792477491	23.1356203216437
ARFIP1	27.0543217711019	26.5930267965115	26.5966859813767	26.0548583761205	26.5986406337309	27.0752114522004	26.9557379958617	26.9516550031143	26.0003028940451	26.6606408153154	26.5373318254505	26.469695763619	27.1569207170029	26.986441555029	27.1965696972518	26.9368358208322	26.6403235596424	26.250280172847	27.0043157534246	26.3363634113136
ARFIP2	25.5196910842295	25.9386109704808	25.086829988105	24.4123931657425	25.3666318765669	26.4333127228034	25.9390212258454	25.9964334965427	25.4552714573445	25.3465118413831	25.42581780046	25.0100156979815	26.0942281948327	25.5943333061007	24.9140593879169	25.3353696591445	25.6229314361006	25.3852832994003	24.9692894281224	25.0013349712612
ARFRP1	23.3949736323014	23.5195366545267	23.5153976103332	22.9995187374361	23.6650940611647	24.0659212003116	24.0746782998472	23.9910677782684	23.2410471865096	22.941159283534	23.0671970137338	23.7736917815466	23.618030071347	23.6207390620431	23.8531382542519	24.1581114337881	23.4941387048843	23.3048032951215	23.3027504254464	23.7958831530848
ARG1	22.2265827037483	22.2413828067801	22.861321905879	22.3489072916157	22.3270234820579	22.3759887857309	22.4917240335865	23.0236749192415	24.0755926134719	23.0854890579003	21.4687033011541	21.8028326993083	22.0050322470692	22.9583881630362	24.5991772948112	21.8918474276982	22.2447246527727	21.6861902076712	20.7604427676312	22.9692783278588
ARG2	17.9656747674847	17.6921701719637	17.6890670615346	18.3159309324931	17.7586307248385	18.3142136799343	17.4454575691679	17.9424942250006	18.584149039567	17.956401451909	19.373418267198	17.8552943203003	18.571312656406	18.1630194679317	18.6603109604463	17.9544685055156	18.9889752617981	18.5662838318737	18.4645514058672	18.8030450017867
ARGLU1	26.2114876857838	26.4332209824235	26.1120076563229	26.9901369280019	25.9499559490228	25.5858079784162	25.8583627492075	25.9926215685487	25.3367402002405	26.2135844202198	26.1678787341694	24.576460248657	26.4416783538409	25.6203347752848	25.7289175265967	25.6682279906101	26.4092415918827	25.9707504965189	26.2068938547129	25.2658721741878
ARHGAP1	29.0766732078738	28.0150892280213	28.3820948077977	28.240256741274	28.5129734456043	28.6060288021149	28.767595281792	28.2746200258595	28.2498966523237	28.9890352561184	28.6621881309316	28.5237809176173	28.6149557190065	28.1982665068164	28.038746268493	28.4908991125468	28.1708393678751	28.1038772175013	27.8963549350647	28.1161953316399
ARHGAP10	23.7579885627695	23.9736758552941	23.8837633933484	23.9571462272139	23.8322391855902	23.9385007688335	23.8498351584179	24.1168667823779	23.9408356019476	24.8201251279653	23.7562803036776	24.2384097256199	23.6679876514336	23.083058522193	24.5472577579897	23.4585492791284	22.8672031688245	23.5936350082248	24.0851723135432	23.7141990752154
ARHGAP12	24.9925799053508	24.263885831305	24.3804403900872	24.6209456095225	24.3110908992635	24.399525232214	24.6081992409378	24.3404876247212	24.3459610542509	24.6968748534613	24.0000544486205	24.5389834635809	24.3334520755089	24.2443807314293	24.6368916971586	24.8733409525467	23.6036275291994	24.3471166482164	25.1366284739691	24.6773523561345
ARHGAP15	22.5833356521702	23.4148995163253	22.650713078861	23.9251516136844	23.0753026277474	23.0008503265487	22.9365151456589	22.6451990376312	22.8137433816413	22.8629747770909	22.0535314719404	23.2064777255763	22.9188755188733	22.2436512131657	22.7121141687207	22.9182358636312	21.5928140551646	22.5205861622343	22.3413262057868	23.0972412026772
ARHGAP17	25.4430917122658	25.3184435016837	25.2601289655869	25.6896189714429	25.3987922212016	25.317594837355	25.5358097849848	25.3785200517877	25.3175836166552	25.6422638597956	24.9094636103847	25.340981938462	25.3205013937106	25.7087533534549	24.9328186156411	25.508083236793	24.9176443503513	25.43067981123	25.6984495038435	25.454837396906
ARHGAP18	24.9398983241306	24.5543478033854	24.6880905596783	24.8544984358876	24.8155694148415	24.9973322193295	25.0121600851228	24.6669751474686	25.0184826278197	24.6907134527021	24.4762475315234	24.7616531105234	24.4974424749213	24.2091232077427	24.4991205800926	24.6814632808146	24.8093782518114	24.644169035503	24.6416174358164	24.8441099950186
ARHGAP21	22.486558620369	22.3585805844271	22.4512936916919	22.8832225298344	22.6159019398142	22.0247501809033	22.6695408300608	22.3915723389055	22.3484818814011	22.8548532950395	22.188747862668	22.3559141785296	22.5344694393472	22.2429764671453	23.4892202408813	22.5870254118886	22.6103755719408	22.8031264504278	22.8260785775856	23.3527117524738
ARHGAP22	21.6358947095757	21.3651700418555	21.5311127713777	21.9176334097049	21.4196963763279	21.411949195006	21.0957602207536	21.6431844020184	21.4736536511444	21.5485869390326	21.5664062567606	20.7818104866151	21.6463503853413	21.3401078756857	21.4007669343772	21.2977659147326	21.3385176201694	21.3352246913809	21.982973115354	21.1113039289208
ARHGAP23	22.8710290741147	22.9201309400204	23.1776550881113	23.5473749616977	23.0347631594195	22.9988329125674	23.3936845922987	22.4205006142158	23.0705999396404	24.0206111297719	23.1920088360757	22.6230788454248	23.5631697056472	23.113315676866	23.4401588383459	23.5047649899635	22.6181622878694	22.6004728083173	22.8273902815997	20.8118881356114
ARHGAP24	21.1498045754502	20.9698237251452	21.0506711014375	21.0593099109104	21.4510225947929	21.3048805594964	21.2833949094521	21.1478521419494	21.4170475076578	21.8092262265168	20.919300774207	20.6540750258385	21.1815237750372	20.913242514925	21.2778989400008	21.2712113228499	20.9710531692652	21.3618022062514	21.2341897278629	20.8914261920789
ARHGAP25	24.4991289703496	25.300880343208	25.0148304474216	25.7904555797598	25.0226305075929	24.8367388219823	24.740576342818	24.7431044721901	25.024781504781	24.8241677884279	23.8473377591558	25.3966245967784	24.6249290748123	24.2921224816231	24.3840671820408	24.8029849200858	23.4250749411987	24.6421323091357	24.4135379849477	24.953867606387
ARHGAP26	22.0268772886829	21.8146615133831	22.3385273916995	22.2222948901155	21.8216144116952	22.1372265783341	22.3733609789949	21.7445063305328	22.2077822232982	22.7660169472332	21.5101750829993	22.2522030338144	21.7811814626941	21.2604739791348	22.7091332419671	22.14877913225	22.4763950012631	23.0594204332114	22.1251101334459	21.790493373377
ARHGAP27	23.1437965258741	23.2187488542473	23.1610395497084	24.2367102558656	23.1538738847171	23.2402422194019	22.9078946001287	23.4738878623116	23.3522919515752	23.0138777153591	22.8426162872701	23.5941208190287	22.5582694773815	22.3090147982995	23.4003118828557	23.0804558169651	22.750278018256	23.0090554117119	23.3968649979494	23.1777361154993
ARHGAP28	20.0273734453244	19.6105680693719	20.2283119666276	19.4003132042211	20.1134518775059	19.9209647818338	20.033879444719	19.6676157486935	20.0050917530541	20.2986619918041	20.453819847367	19.6240585919475	20.5518930882512	19.8704548532768	20.6511113193101	20.4280537217404	19.2096993317685	20.3272023552897	20.0995504201358	19.1827623561869
ARHGAP29	24.8214303589526	24.4842010675286	23.8980218495879	24.0126963706598	25.04166657493	25.2171473359323	24.6878936976821	24.0146770147325	24.1189472440049	24.2941160465595	24.860987430636	24.8628785922398	24.7319210556725	23.0856427550947	25.1640032730558	24.2695227887666	24.4056385047143	23.8010166934897	24.5015943263035	23.6440520728089
